"id","area","feature","user_story","expected_behavior","code_evidence","docs_evidence","test_layer","feature_status","test_status","next_verification","defects","notes"
"US-021","Command panel","Run starred prompt","As a user, I want to send a starred Library prompt to selected agents so recurring instructions are one click away.","The panel should list starred prompts, flatten prompt content into terminal input, target selected agents, and report delivery failures if input submission fails.","src/features/commands/CommandPanel.tsx; src/store/useLibraryStore.ts; src/utils/terminalInput.ts","docs/guide/command-panel.md; docs/guide/library.md","unit+browser","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/features/commands/CommandPanel.test.tsx before PR or after command-panel prompt changes.","Resolved coverage gap: added empty starred-prompt state and long multiline quick-prompt injection assertions.","Verified starred prompt listing, selected-agent injection, all-agent confirmation, clipboard copy, empty starred state, and long prompt flattening through the shared terminal input utility."
"US-022","Library","Prompt library","As a user, I want to browse, create, edit, star, delete, and run prompts from a filesystem-backed library so reusable instructions stay inspectable.","Prompt folders and cards should load from the library tree, support editor modal operations, star prompts, and run or assign prompts against selected agents.","src/views/LibraryView.tsx; src/features/library/LibraryGrid.tsx; src/features/library/LibraryCard.tsx; src/features/library/ItemEditorModal.tsx; src/features/library/AssignPromptModal.tsx; src/store/useLibraryStore.ts; src-tauri/src/commands/library.rs; crates/wardian-core/src/models/library.rs","docs/guide/library.md; docs/features.md","unit+rust","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun npm run test -- src/views/LibraryView.test.tsx src/store/useLibraryStore.test.ts src/features/library/LibraryGrid.test.tsx src/features/library/ItemEditorModal.test.tsx src/features/library/AssignPromptModal.test.tsx src/features/library/AssignSkillModal.test.tsx src/features/library/ManageSkills.test.tsx and cd src-tauri && cargo test library before PR or after library changes.","No defects recorded in current audit.","Verified library browsing/edit/star/assign UI and backend library watch/deploy/persistence helpers with focused frontend and Rust library tests. The core library DTO is explicitly tracked as part of prompt-library behavior."
"US-023","Library","Skill library and deployment","As a user, I want to browse and assign skills so agent capabilities can be reused across classes or sessions.","Skill management should load skills, show cards, allow assignment/deployment to supported scopes, and keep filesystem artifacts inspectable.","src/views/LibraryView.tsx; src/features/library/ManageSkills.tsx; src/features/library/AssignSkillModal.tsx; src-tauri/src/commands/library.rs","docs/guide/library.md; docs/guide/class-management.md","unit","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Verified on 2026-06-23 by LibraryView, ManageSkills, and AssignSkillModal tests in the focused UI refresh (16 files, 289 tests). Provider-specific discovery differs by provider. Command evidence: npm run test -- src/views/LibraryView.test.tsx src/features/library/ManageSkills.test.tsx src/features/library/AssignSkillModal.test.tsx."
"US-024","Classes","Class management","As a user, I want reusable agent classes with instructions and assigned skills so future agents can start with consistent roles.","Class manager should list default/custom classes, create/update/delete class definitions, persist instructions, and make classes available in spawn/clone forms.","src/features/agents/ClassManagerPanel.tsx; src/features/agents/ConfigureAgentPanel.tsx; src/features/agents/configUtils.ts; src-tauri/src/commands/class.rs; src-tauri/src/manager/classes.rs","docs/guide/class-management.md; docs/features.md","unit+browser","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Verified on 2026-06-23 by ClassManagerPanel and ConfigureAgentPanel tests plus browser class-manager smoke. Class edits affect future spawns, not already-running provider sessions. Command evidence: npm run test -- src/features/agents/ClassManagerPanel.test.tsx src/features/agents/ConfigureAgentPanel.test.tsx; npm run test:e2e -- e2e/tests/features.spec.ts."
"US-025","Queue","Completion triage","As a user, I want completed agent turns and workflow outcomes captured in Queue so I can review work I missed.","Queue should capture agent completion when active status returns to Idle, persist unread items, show summary/evidence, support filters, mark-read, clear-read, dismiss, and open related agent.","src/views/App.tsx; src/views/QueueView.tsx; src/store/useQueueStore.ts; src/features/queue/queueFilters.ts; src/features/queue/queueNotifications.ts","docs/guide/queue.md; docs/features.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","Resolved: native CLI queue expectations were stale for provider_input_not_ready; tests updated and retested.","Covered by queue unit/browser tests plus native CLI shared-state delivery checks. Command evidence: npm run test -- src/views/QueueView.test.tsx; npm run test:e2e -- e2e/tests/queue-v2.spec.ts; npm run test:e2e:native:fast -- e2e-native/tests/cli-shared-state-native.test.mjs."
"US-026","Queue","Action-needed triage","As a user, I want Action Needed states to become actionable Queue items so I can approve, reject, or respond without hunting through terminals.","Action Needed transitions should create unread queue items, explicit provider choices should render as buttons, and chosen responses should send prompts back to the originating agent.","src/views/App.tsx; src/views/QueueView.tsx; src/features/queue/actionChoices.ts; src/store/useQueueStore.ts","docs/guide/queue.md","unit+browser+native","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","Resolved: native CLI mailbox-drain expectations were stale for submit_sent_unconfirmed; tests updated and retested.","Verified on 2026-06-23 by QueueView tests, browser queue-v2 action-needed flow, and native CLI shared-state checks. Mocked browser tests cannot prove provider prompt delivery. Command evidence: npm run test -- src/views/QueueView.test.tsx; npm run test:e2e -- e2e/tests/queue-v2.spec.ts; npm run test:e2e:native:fast -- e2e-native/tests/cli-shared-state-native.test.mjs."
"US-027","Queue","Queue alert preferences","As a user, I want notification volume and alert preferences so Queue attention signals fit my workflow.","Settings should expose queue alert controls, store preferences, and Queue should respect filters and notification rules.","src/features/settings/SettingsModal.tsx; src/features/queue/queueNotifications.ts; src/store/useQueueStore.ts","docs/guide/queue.md; docs/guide/settings.md","unit+browser","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Verified on 2026-06-23 by QueueView and SettingsModal tests plus browser queue-v2 coverage. Browser E2E currently covers hidden alert toggles in compact queue header. Command evidence: npm run test -- src/views/QueueView.test.tsx src/features/settings/SettingsModal.test.tsx; npm run test:e2e -- e2e/tests/queue-v2.spec.ts."
"US-028","CLI","Agent identity and list","As an agent or user, I want the Wardian CLI to show current/live/persisted agent state so automation can reason about the fleet.","CLI should show current agent in managed sessions, list all/workspace agents, expose selected fields/status_source, and fall back to persisted state where documented.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/args.rs; crates/wardian-cli/src/live.rs; crates/wardian-cli/src/disk.rs; crates/wardian-core/src/identity.rs; crates/wardian-core/src/db.rs; crates/wardian-core/src/paths.rs; crates/wardian-cli/src/errors.rs; crates/wardian-cli/src/output.rs","docs/guide/cli.md; docs/features.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Current session verified via `wardian agent` during this loop. Core identity, path, database, CLI error, and CLI output support are explicitly tracked as part of CLI identity/list behavior."
"US-029","CLI","Agent lifecycle controls","As an agent or user, I want CLI spawn, clone, pause, resume, kill, wait, and watch commands so automation can control sessions.","CLI lifecycle commands should route through live app control when required, return structured JSON, expose delivery/status errors, and obey WARDIAN_HOME boundaries.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/live.rs; src-tauri/src/control.rs; src-tauri/src/commands/agent.rs","docs/guide/cli.md; docs/developer/native-e2e.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Verified on 2026-06-23 by App tests and native CLI shared-state control checks (8 passed, 1 real-provider opt-in skip). Live-control commands require desktop app for same WARDIAN_HOME. Command evidence: npm run test -- src/views/App.test.tsx; npm run test:e2e:native:fast -- e2e-native/tests/cli-shared-state-native.test.mjs."
"US-030","CLI","Send, ask, and reply","As an agent, I want structured peer messaging with send, ask, watch, and reply so delegated work has evidence.","`send` should deliver stdin/file/text bodies with optional command mode; `ask` should send a bounded request, wait for structured reply, and return delivery/watch evidence.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/args.rs; crates/wardian-cli/tests/send_cli.rs; crates/wardian-cli/tests/ask_cli.rs; crates/wardian-core/src/control.rs; crates/wardian-core/src/models/chat.rs","docs/guide/cli.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","Resolved: structured reply must run with the target agent WARDIAN_SESSION_ID; native CLI test updated and retested.","Covered by native CLI send/ask/reply checks, including structured reply and mailbox drain. The shared control protocol and chat DTO are explicitly tracked as part of send/ask/reply behavior. Command evidence: npm run test:e2e:native:fast -- e2e-native/tests/cli-shared-state-native.test.mjs."
"US-031","CLI","Workflow, team, watchlist, and worktree commands","As an agent, I want CLI access to workflows, teams, watchlists, and worktrees so coordination state is inspectable outside the GUI.","CLI should list/show workflows and start/stop runs when live app is available; teams/watchlists should be read-only; worktree commands should route through live control.","crates/wardian-cli/src/main.rs; crates/wardian-cli/src/disk.rs; crates/wardian-cli/tests/workflow_cli.rs; crates/wardian-cli/tests/watchlist_cli.rs","docs/guide/cli.md; docs/guide/workflows.md; docs/guide/watchlists.md","native+cli","audited_from_code_2026-06-22","tested_passed_2026-06-22","Rerun the concrete verification commands recorded in this row before PR or after related changes.","No defects recorded in current audit.","Verified on 2026-06-23 by cargo test -p wardian-cli --test workflow_cli --test watchlist_cli (4 passed), native CLI shared-state/worktree targets (9 passed, 1 real-provider opt-in skip), and focused workflow UI tests (4 files, 32 tests). Team send targeting is explicitly not implemented."
