"Provider","Area","Function","Mode","Baseline","Latest","Model","CLI version","Revision","Build","Observed date","Case","Acceptance","Evidence","Source"
"pi","Permissions","Automation approval rejection","automation","Untested","Untested","","","","","","","Parked approval appears in the public Inbox; rejection prevents provider invocation","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Permissions","Automation approval rejection","automation","Design skip","Design skip","","","","","","","Parked approval appears in the public Inbox; rejection prevents provider invocation","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Headless","Ephemeral automation","headless","Blocked","Pass","haiku","","integration-tree-1fc9ba689854fcb90b68243a19eeb21e56641a69","SHA256 89bfdc0313802f9cac1a2264179a0ffff69f4e0c32649e7c23523095338471f1","2026-09-07T10:56:08.4545597Z","combined-five-provider-workflow","Temporary provider node completes with assistant output","All five explicit models completed in one real temporary-provider automation suite on the frozen integrated checkpoint-fix artifact. One suite passed, zero failures/skips; no per-provider isolation workaround. This proves ephemeral automation, not persistent native broker sessions.","https://github.com/wardian-app/Wardian/issues/1174"
"codex","Headless","Ephemeral automation","headless","Pass","Pass","gpt-5.4-mini","","integration-tree-1fc9ba689854fcb90b68243a19eeb21e56641a69","SHA256 89bfdc0313802f9cac1a2264179a0ffff69f4e0c32649e7c23523095338471f1","2026-09-07T10:56:08.5390486Z","combined-five-provider-workflow","Temporary provider node completes with assistant output","All five explicit models completed in one real temporary-provider automation suite on the frozen integrated checkpoint-fix artifact. One suite passed, zero failures/skips; no per-provider isolation workaround. This proves ephemeral automation, not persistent native broker sessions.","https://github.com/wardian-app/Wardian/issues/1174"
"opencode","Headless","Ephemeral automation","headless","Pass","Pass","opencode/mimo-v2.5-free","","integration-tree-1fc9ba689854fcb90b68243a19eeb21e56641a69","SHA256 89bfdc0313802f9cac1a2264179a0ffff69f4e0c32649e7c23523095338471f1","2026-09-07T10:56:08.5502074Z","combined-five-provider-workflow","Temporary provider node completes with assistant output","All five explicit models completed in one real temporary-provider automation suite on the frozen integrated checkpoint-fix artifact. One suite passed, zero failures/skips; no per-provider isolation workaround. This proves ephemeral automation, not persistent native broker sessions.","https://github.com/wardian-app/Wardian/issues/1174"
"antigravity","Headless","Ephemeral automation","headless","Pass","Pass","gemini-3.6-flash-low","","integration-tree-1fc9ba689854fcb90b68243a19eeb21e56641a69","SHA256 89bfdc0313802f9cac1a2264179a0ffff69f4e0c32649e7c23523095338471f1","2026-09-07T10:56:08.5573376Z","combined-five-provider-workflow","Temporary provider node completes with assistant output","All five explicit models completed in one real temporary-provider automation suite on the frozen integrated checkpoint-fix artifact. One suite passed, zero failures/skips; no per-provider isolation workaround. This proves ephemeral automation, not persistent native broker sessions.","https://github.com/wardian-app/Wardian/issues/1174"
"pi","Headless","Ephemeral automation","headless","Pass","Pass","openai-codex/gpt-5.4-mini","","integration-tree-1fc9ba689854fcb90b68243a19eeb21e56641a69","SHA256 89bfdc0313802f9cac1a2264179a0ffff69f4e0c32649e7c23523095338471f1","2026-09-07T10:56:08.5737605Z","combined-five-provider-workflow","Temporary provider node completes with assistant output","All five explicit models completed in one real temporary-provider automation suite on the frozen integrated checkpoint-fix artifact. One suite passed, zero failures/skips; no per-provider isolation workaround. This proves ephemeral automation, not persistent native broker sessions.","https://github.com/wardian-app/Wardian/issues/1174"
"gemini","Headless","Ephemeral automation","headless","Design skip","Design skip","","","","","","","Temporary provider node completes with assistant output","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Headless","Fresh inherited automation","headless automation","Blocked","Fail","haiku","2.1.266 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 3654dbba89e649cd13e7105b99b011fb88ebcac5ca99d7d2e65321c36905f86a; sources SHA256 b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306; app SHA256 d4a677909edb45feec8061377866e1cc5fa77aafa34a9a0d4e434e65fb0429cc; CLI SHA256 f0796065e2f5a69abd00f73f70792ff3a18acd20ca7eecdcc61e8920c1ffd1b8","2026-09-09T05:58:55.576Z","context/headless_fresh_boundary","Inherited config creates a fresh provider conversation","{""classification"":""Coordinator diagnosis #1240; not a fresh execution."",""report_and_state_run_match"":true,""automation_completed"":true,""provider_turn_completed"":true,""provider_turn_output_is_array"":true,""terminal_result_success"":true,""terminal_result_is_nonempty_string"":true,""strict_reader_reported_normalized_output_shape"":true}","https://github.com/wardian-app/Wardian/issues/1240"
"codex","Headless","Fresh inherited automation","headless","Untested","Untested","","","","","","","Inherited config creates a fresh provider conversation","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Headless","Fresh inherited automation","headless automation","Fail","Fail","opencode/mimo-v2.5-free","1.18.30","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:33:41.457Z","context/headless_fresh_boundary","Inherited config creates a fresh provider conversation","{""reason"":""Native assertion did not pass; inspect the retained private report.""}","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Headless","Fresh inherited automation","headless automation","Blocked","Blocked","gemini-3.6-flash-low","1.1.27","dd8894da84b75a7cc970aacb289a8d8fa4544f40","SHA256 42b6a45779dbfe4db0696cec1a966ca8c57ec26b4c704c0b10a14914797296a0","2026-09-07T18:10:24.682Z","context/headless_fresh_boundary","Inherited config creates a fresh provider conversation","{""status"":""blocked"",""classification"":""missing_native_request"",""checks"":{},""evidence"":{},""run_id"":""1788804691548-6c65d874"",""baseline_sessions"":193}","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Headless","Fresh inherited automation","headless","Untested","Untested","","","","","","","Inherited config creates a fresh provider conversation","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Headless","Fresh inherited automation","headless","Design skip","Design skip","","","","","","","Inherited config creates a fresh provider conversation","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Headless","Resumed automation","headless automation","Blocked","Fail","haiku","2.1.266 (Claude Code)","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 3654dbba89e649cd13e7105b99b011fb88ebcac5ca99d7d2e65321c36905f86a; sources SHA256 b312deef18f7665efdbb409bb940bdc93301c61360a24701da6fc7f4261c3306; app SHA256 d4a677909edb45feec8061377866e1cc5fa77aafa34a9a0d4e434e65fb0429cc; CLI SHA256 f0796065e2f5a69abd00f73f70792ff3a18acd20ca7eecdcc61e8920c1ffd1b8","2026-09-09T05:58:55.576Z","context/headless_inherited_resume","Exact existing conversation continues through automation","{""classification"":""Coordinator diagnosis #1240; not a fresh execution."",""report_and_state_run_match"":true,""automation_completed"":true,""provider_turn_completed"":true,""provider_turn_output_is_array"":true,""terminal_result_success"":true,""terminal_result_is_nonempty_string"":true,""strict_reader_reported_normalized_output_shape"":true}","https://github.com/wardian-app/Wardian/issues/1240"
"codex","Headless","Resumed automation","headless","Untested","Untested","","","","","","","Exact existing conversation continues through automation","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Headless","Resumed automation","headless automation","Fail","Fail","opencode/mimo-v2.5-free","1.18.29","9249ad604aede7c35c16a35681c4c9b86e1fc1ae","SHA256 484858c89b9a3c86cf97935159c7be9c11248407c65a1dca2f9f741f1fe8d873","2026-09-07T17:02:03.193Z","context/headless_inherited_resume","Exact existing conversation continues through automation","Read-only native SQLite inspection confirms a new completed assistant message parent-linked to the current headless prompt on the same session. It repeats the old ACK instead of answering the current recall request. Transport adds one JSON-string quote layer; the semantic cause remains under investigation.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Headless","Resumed automation","headless automation","Pass","Untested","gemini-3.8-flash-low","1.1.28","base:5094ed65b774b0f703de7021c3006be7a81b42af+sources:8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b","base 5094ed65b774b0f703de7021c3006be7a81b42af; manifest SHA256 2b45904b408fdce7ab2d50d69d16a2c1e1372da2b5e5c1b64303a0b8af23aa9d; sources SHA256 8b65e5cba8489fe2a2f196ef2f91d82fb5b0228495c2b47fdbc9ae030284c16b; app SHA256 d186f0864d349f2d57f8509cf8710fc8ae3775d346c11c7e9d349aa6cb652696; CLI SHA256 c9479266b084441adda6f10531f115225adecd4c1839dece47e122ffeac1d4d6","2026-09-09T07:40:04.889Z","context/headless_inherited_resume","Exact existing conversation continues through automation","Historical pass on harness dc6c7cb2106fa1c79d4fb6538bbdf189838f99a7ed158f42ffaf415c3f901d13; current submitted harness ef48dffeb081f2fb7b74aee319c8575399d3dbf141b13fb0012a683528caa880 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Headless","Resumed automation","headless","Untested","Untested","","","","","","","Exact existing conversation continues through automation","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Headless","Resumed automation","headless","Design skip","Design skip","","","","","","","Exact existing conversation continues through automation","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Native delivery","Native broker delivery","native broker","Pass","Untested","haiku","2.1.263 (Claude Code)","9249ad604aede7c35c16a35681c4c9b86e1fc1ae","app SHA256 484858c89b9a3c86cf97935159c7be9c11248407c65a1dca2f9f741f1fe8d873; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T16:38:33.462Z","native/native_delivery","Broker records provider-native turn start and completion","Historical pass on harness e830173cc7f532ff580611220ba7073f1b5e05e58556a4b2eea621f2d533017e; current submitted harness 09c29560f1410659c934675ceb7f3f4958e8d229e73031fb362d0bfd1d873a51 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Native delivery","Native broker delivery","native broker","Fail","Fail","gpt-5.4-mini","codex-cli 0.153.4","9249ad604aede7c35c16a35681c4c9b86e1fc1ae","app SHA256 484858c89b9a3c86cf97935159c7be9c11248407c65a1dca2f9f741f1fe8d873; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T16:40:12.747Z","native/native_delivery","Broker records provider-native turn start and completion","Codex app-server bootstrap timed out before submit and send used headless_process.","https://github.com/wardian-app/Wardian/issues/1199"
"opencode","Native delivery","Native broker delivery","native broker","Fail","Fail","opencode/mimo-v2.5-free","1.18.29","d044ce4507d04888b39174541e8f39e900951fc9","app SHA256 943f2aa28992825fc156ca828897d0690e1f007c0ed67d1debba6dbfc5a13c97; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T18:49:37.146Z","native/native_delivery","Broker records provider-native turn start and completion","The real ACP completion mixed agent thinking with its assistant answer and removed chunk-boundary whitespace. Native protocol mismatch tracked in #1199.","https://github.com/wardian-app/Wardian/issues/1199"
"antigravity","Native delivery","Native broker delivery","native broker","Pass","Blocked","gemini-3.6-flash-low","1.1.27","d044ce4507d04888b39174541e8f39e900951fc9","app SHA256 943f2aa28992825fc156ca828897d0690e1f007c0ed67d1debba6dbfc5a13c97; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T19:11:10.529Z","native/native_delivery","Broker records provider-native turn start and completion","Native completion contains the exact assistant answer with current Wardian ownership, but the harness incorrectly required optional provider request or turn IDs. No provider failure; corrected ownership-envelope run follows.","https://github.com/wardian-app/Wardian/issues/1199"
"pi","Native delivery","Native broker delivery","native broker","Fail","Fail","openai-codex/gpt-5.4-mini","0.84.2","d044ce4507d04888b39174541e8f39e900951fc9","app SHA256 943f2aa28992825fc156ca828897d0690e1f007c0ed67d1debba6dbfc5a13c97; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T19:11:28.775Z","native/native_delivery","Broker records provider-native turn start and completion","Pi saved the correct native assistant answer, but its current RPC serializer omits full messages from streaming updates. Wardian retained an echoed user prompt as completion instead. Native adapter mismatch tracked in #1199.","https://github.com/wardian-app/Wardian/issues/1199"
"gemini","Native delivery","Native broker delivery","headless","Design skip","Design skip","","","","","","","Broker records provider-native turn start and completion","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Native delivery","Native session continuity","native broker","Pass","Untested","haiku","2.1.263 (Claude Code)","9249ad604aede7c35c16a35681c4c9b86e1fc1ae","app SHA256 484858c89b9a3c86cf97935159c7be9c11248407c65a1dca2f9f741f1fe8d873; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T16:38:33.462Z","native/same_session_secret_recall","Second provider completion recalls an omitted secret on the same native session binding","Historical pass on harness e830173cc7f532ff580611220ba7073f1b5e05e58556a4b2eea621f2d533017e; current submitted harness 09c29560f1410659c934675ceb7f3f4958e8d229e73031fb362d0bfd1d873a51 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Native delivery","Native session continuity","native broker","Untested","Untested","","","","","","","Second provider completion recalls an omitted secret on the same native session binding","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Native delivery","Native session continuity","native broker","Pass","Untested","opencode/mimo-v2.5-free","1.18.29","e26a38369efc80ae42b5f234d02c29e046d70b7c","app SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2; CLI SHA256 15c233b0e6b00fba061168bf754a70f1dc56892567a5526dd96ec048f139df0c","2026-09-07T19:39:44.177Z","native/same_session_secret_recall","Second provider completion recalls an omitted secret on the same native session binding","Historical pass on harness 1eff5d3ca2b1249a43371bab78f4ff9b64e25bae510eb28ee6e50dfb0b50ef4d; current submitted harness 09c29560f1410659c934675ceb7f3f4958e8d229e73031fb362d0bfd1d873a51 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Native delivery","Native session continuity","native broker","Pass","Untested","gemini-3.6-flash-low","1.1.27","e26a38369efc80ae42b5f234d02c29e046d70b7c","app SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2; CLI SHA256 15c233b0e6b00fba061168bf754a70f1dc56892567a5526dd96ec048f139df0c","2026-09-07T19:40:26.553Z","native/same_session_secret_recall","Second provider completion recalls an omitted secret on the same native session binding","Historical pass on harness 1eff5d3ca2b1249a43371bab78f4ff9b64e25bae510eb28ee6e50dfb0b50ef4d; current submitted harness 09c29560f1410659c934675ceb7f3f4958e8d229e73031fb362d0bfd1d873a51 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Native delivery","Native session continuity","native broker","Blocked","Blocked","openai-codex/gpt-5.4-mini","0.84.2","e26a38369efc80ae42b5f234d02c29e046d70b7c","app SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2; CLI SHA256 15c233b0e6b00fba061168bf754a70f1dc56892567a5526dd96ec048f139df0c","2026-09-07T19:40:13.746Z","native/same_session_secret_recall","Second provider completion recalls an omitted secret on the same native session binding","The exact native second assistant answer repeated its acknowledgment instead of the memorized token. Both user turns and their causal ancestry are present in the same native session. The phrase immediately previous turn is being audited for stimulus ambiguity; no missing-context or answer-projection defect is established.","https://github.com/wardian-app/Wardian/issues/1199"
"gemini","Native delivery","Native session continuity","native broker","Design skip","Design skip","","","","","","","Second provider completion recalls an omitted secret on the same native session binding","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Native delivery","Cancellation and recovery","native broker","Pass","Untested","haiku","2.1.263 (Claude Code)","9249ad604aede7c35c16a35681c4c9b86e1fc1ae","app SHA256 484858c89b9a3c86cf97935159c7be9c11248407c65a1dca2f9f741f1fe8d873; CLI SHA256 4ffed09a8ecf854d65c4f05c2bbaf37b195ac141f711281f66585d1d99c122f5","2026-09-07T16:38:33.462Z","native/cancellation","Provider confirms cancellation and a subsequent turn proves execution capacity released; persistent transport may remain","Historical pass on harness e830173cc7f532ff580611220ba7073f1b5e05e58556a4b2eea621f2d533017e; current submitted harness 09c29560f1410659c934675ceb7f3f4958e8d229e73031fb362d0bfd1d873a51 has no qualifying rerun for this scenario. The ledger preserves the original observation.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Native delivery","Cancellation and recovery","headless","Untested","Untested","","","","","","","Provider confirms cancellation and a subsequent turn proves execution capacity released; persistent transport may remain","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"opencode","Native delivery","Cancellation and recovery","native broker","Untested","Untested","opencode/mimo-v2.5-free","1.18.29","e26a38369efc80ae42b5f234d02c29e046d70b7c","app SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2; CLI SHA256 15c233b0e6b00fba061168bf754a70f1dc56892567a5526dd96ec048f139df0c","2026-09-07T19:39:44.177Z","native/cancellation","Provider confirms cancellation and a subsequent turn proves execution capacity released; persistent transport may remain","{""status"":""untested"",""terminal_phase"":""cancelled"",""provider_cancellation_evidence"":true,""cleanup_verified"":false,""reason"":""The public delivery contract has no active-work, lease, or transport-settled evidence; cancellation cleanup remains untested""}","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Native delivery","Cancellation and recovery","native broker","Design skip","Design skip","gemini-3.6-flash-low","1.1.27","e26a38369efc80ae42b5f234d02c29e046d70b7c","app SHA256 fb4d590c87e0a08ecf6af077144cd3e2cbcca1fcd7e7e05eaa6a0e38cbe9c8f2; CLI SHA256 15c233b0e6b00fba061168bf754a70f1dc56892567a5526dd96ec048f139df0c","2026-09-07T19:40:26.553Z","native/cancellation","Provider confirms cancellation and a subsequent turn proves execution capacity released; persistent transport may remain","Current native adapter deliberately advertises no cancellation capability; the real negotiated capabilities confirm this exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Native delivery","Cancellation and recovery","headless","Untested","Untested","","","","","","","Provider confirms cancellation and a subsequent turn proves execution capacity released; persistent transport may remain","No qualifying real-provider assertion recorded yet.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Native delivery","Cancellation and recovery","headless","Design skip","Design skip","","","","","","","Provider confirms cancellation and a subsequent turn proves execution capacity released; persistent transport may remain","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Messaging","Background task and correlated reply","background","Untested","Untested","","","","","","","Canonical task reaches the provider and its exact correlated reply is consumed by the sender","Source audit only: Generic background task dispatch exists; canonical task, correlated reply and sender consumption still need real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Messaging","Background task and correlated reply","background","Pass","Pass","gpt-5.6-luna","0.154.0-alpha.6","06be93d983bbb239b971b3c192158512596557b6","build13 app:511f51f81e3235b0d6252342f466958680f9b2ed74b5ddf3cec28c3deab4a644 cli:0fb893a844ed5473f388f839a5a2c74a07db08c15d017a3cb947288b400f26c0","2026-09-08T21:10:07.630Z","codex-v2/messaging_background_exchange","Canonical task reaches the provider and its exact correlated reply is consumed by the sender","Verified recorded build13 evidence; does not qualify the later one-line change or current checkout.","https://github.com/wardian-app/Wardian/issues/1218"
"opencode","Messaging","Background task and correlated reply","background","Untested","Untested","","","","","","","Canonical task reaches the provider and its exact correlated reply is consumed by the sender","Source audit only: Generic background task dispatch exists; canonical task, correlated reply and sender consumption still need real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Messaging","Background task and correlated reply","background","Untested","Untested","","","","","","","Canonical task reaches the provider and its exact correlated reply is consumed by the sender","Source audit only: Generic background task dispatch exists; canonical task, correlated reply and sender consumption still need real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Messaging","Background task and correlated reply","background","Untested","Untested","","","","","","","Canonical task reaches the provider and its exact correlated reply is consumed by the sender","Source audit only: Generic background task dispatch exists; canonical task, correlated reply and sender consumption still need real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Messaging","Background task and correlated reply","background","Design skip","Design skip","","","","","","","Canonical task reaches the provider and its exact correlated reply is consumed by the sender","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Messaging","Background conversation continuity","background","Untested","Untested","","","","","","","A subsequent task completes on the same conversation across native owner generations","Source audit only: Generic resume dispatch exists; no qualifying two-task canonical exchange proves retained conversation continuity. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Messaging","Background conversation continuity","background","Pass","Pass","gpt-5.6-luna","0.154.0-alpha.6","06be93d983bbb239b971b3c192158512596557b6","build13 app:511f51f81e3235b0d6252342f466958680f9b2ed74b5ddf3cec28c3deab4a644 cli:0fb893a844ed5473f388f839a5a2c74a07db08c15d017a3cb947288b400f26c0","2026-09-08T21:10:07.630Z","codex-v2/messaging_background_continuity","A subsequent task completes on the same conversation across native owner generations","Verified recorded build13 evidence; does not qualify the later one-line change or current checkout.","https://github.com/wardian-app/Wardian/issues/1218"
"opencode","Messaging","Background conversation continuity","background","Untested","Untested","","","","","","","A subsequent task completes on the same conversation across native owner generations","Source audit only: Generic resume dispatch exists; no qualifying two-task canonical exchange proves retained conversation continuity. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Messaging","Background conversation continuity","background","Untested","Untested","","","","","","","A subsequent task completes on the same conversation across native owner generations","Source audit only: Generic resume dispatch exists; no qualifying two-task canonical exchange proves retained conversation continuity. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Messaging","Background conversation continuity","background","Untested","Untested","","","","","","","A subsequent task completes on the same conversation across native owner generations","Source audit only: Generic resume dispatch exists; no qualifying two-task canonical exchange proves retained conversation continuity. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Messaging","Background conversation continuity","background","Design skip","Design skip","","","","","","","A subsequent task completes on the same conversation across native owner generations","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Messaging","Original terminal task and reply","attached TUI","Untested","Untested","","","","","","","The original local terminal shares the conversation receiving the task and its correlated reply","Source audit only: Current non-Codex tasks use idle-only terminal delivery; the original-terminal canonical exchange has no qualifying real-provider assertion. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Messaging","Original terminal task and reply","attached_tui","Pass","Pass","gpt-5.6-luna","0.154.0-alpha.6","06be93d983bbb239b971b3c192158512596557b6","build13 app:511f51f81e3235b0d6252342f466958680f9b2ed74b5ddf3cec28c3deab4a644 cli:0fb893a844ed5473f388f839a5a2c74a07db08c15d017a3cb947288b400f26c0","2026-09-08T21:14:59.369Z","codex-v2/messaging_tui_exchange","The original local terminal shares the conversation receiving the task and its correlated reply","Verified recorded build13 evidence; does not qualify the later one-line change or current checkout.","https://github.com/wardian-app/Wardian/issues/1218"
"opencode","Messaging","Original terminal task and reply","attached TUI","Untested","Untested","","","","","","","The original local terminal shares the conversation receiving the task and its correlated reply","Source audit only: Current non-Codex tasks use idle-only terminal delivery; the original-terminal canonical exchange has no qualifying real-provider assertion. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Messaging","Original terminal task and reply","attached TUI","Untested","Untested","","","","","","","The original local terminal shares the conversation receiving the task and its correlated reply","Source audit only: Current non-Codex tasks use idle-only terminal delivery; the original-terminal canonical exchange has no qualifying real-provider assertion. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Messaging","Original terminal task and reply","attached TUI","Untested","Untested","","","","","","","The original local terminal shares the conversation receiving the task and its correlated reply","Source audit only: Current non-Codex tasks use idle-only terminal delivery; the original-terminal canonical exchange has no qualifying real-provider assertion. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Messaging","Original terminal task and reply","attached TUI","Design skip","Design skip","","","","","","","The original local terminal shares the conversation receiving the task and its correlated reply","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
"claude","Messaging","Information without a new turn","attached TUI","Untested","Untested","","","","","","","Information reaches the existing native conversation without starting a turn","Source audit only: Current non-Codex information remains available through receive_messages; unsolicited native context injection has no implemented bridge or real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"codex","Messaging","Information without a new turn","attached_tui","Pass","Pass","gpt-5.6-luna","0.154.0-alpha.6","06be93d983bbb239b971b3c192158512596557b6","build13 app:511f51f81e3235b0d6252342f466958680f9b2ed74b5ddf3cec28c3deab4a644 cli:0fb893a844ed5473f388f839a5a2c74a07db08c15d017a3cb947288b400f26c0","2026-09-08T21:14:59.369Z","codex-v2/messaging_non_waking_info","Information reaches the existing native conversation without starting a turn","Verified recorded build13 evidence; does not qualify the later one-line change or current checkout.","https://github.com/wardian-app/Wardian/issues/1218"
"opencode","Messaging","Information without a new turn","attached TUI","Untested","Untested","","","","","","","Information reaches the existing native conversation without starting a turn","Source audit only: Current non-Codex information remains available through receive_messages; unsolicited native context injection has no implemented bridge or real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"antigravity","Messaging","Information without a new turn","attached TUI","Untested","Untested","","","","","","","Information reaches the existing native conversation without starting a turn","Source audit only: Current non-Codex information remains available through receive_messages; unsolicited native context injection has no implemented bridge or real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"pi","Messaging","Information without a new turn","attached TUI","Untested","Untested","","","","","","","Information reaches the existing native conversation without starting a turn","Source audit only: Current non-Codex information remains available through receive_messages; unsolicited native context injection has no implemented bridge or real-provider acceptance. This is not a real-provider verdict or a permanent design exclusion.","https://github.com/wardian-app/Wardian/issues/1159"
"gemini","Messaging","Information without a new turn","attached TUI","Design skip","Design skip","","","","","","","Information reaches the existing native conversation without starting a turn","Unmaintained provider excluded from maintained-provider acceptance; no functionality claim.","https://github.com/wardian-app/Wardian/issues/581"
